country,state,region,region_code,county_set_code,census_division,census_region,start_date,end_date,days,year,quarter,population,population_z,total_deaths,covid_deaths,total_deaths_per_day,year_zero,expected_deaths,excess_deaths,non_covid_deaths,covid_deaths_per_100k,excess_deaths_per_100k,excess_deaths_pct_change,total_deaths_per_7_days,covid_deaths_per_7_days,expected_deaths_per_7_days,excess_deaths_per_7_days,non_covid_deaths_per_7_days,covid_deaths_per_100k_per_7_days,excess_deaths_per_100k_per_7_days
United States,MS,"Tunica County, MS",28143,28CS011,East South Central,South,2020-04-01,2020-06-30,91,2020,2,9392,-0.284368564396956,29,,0.318681318681319,5,39.8276593361235,-10.8276593361235,,,-115.285981006426,-0.271862808827002,2.23076923076923,,3.06366610277873,-0.832896872009501,,,-8.86815238510968
United States,MS,"Tunica County, MS",28143,28CS011,East South Central,South,2020-07-01,2020-09-30,92,2020,3,9392,-0.284368564396956,40,,0.434782608695652,5,29.9614489875772,10.0385510124228,,,106.884061035166,0.335048916245173,3.04347826086957,,2.27967546644609,0.763802794423473,,,8.13248290484958
United States,MS,"Tunica County, MS",28143,28CS011,East South Central,South,2020-10-01,2020-12-31,92,2020,4,9392,-0.284368564396956,33,,0.358695652173913,5,51.7937130286809,-18.7937130286809,,,-200.10341810776,-0.362857032827011,2.51086956521739,,3.94082599131267,-1.42995642609528,,,-15.2252600734166
United States,MS,"Union County, MS",28145,28CS033,East South Central,South,2020-01-01,2020-03-31,91,2020,1,28866,-0.225609925671851,84,0,0.923076923076923,5,111.005667076927,-27.0056670769271,84,0,-93.5552798341546,-0.243281877295617,6.46153846153846,0,8.53889746745593,-2.07735900591747,6.46153846153846,0,-7.19655998724266
United States,MS,"Union County, MS",28145,28CS033,East South Central,South,2020-04-01,2020-06-30,91,2020,2,28866,-0.225609925671851,81,,0.89010989010989,5,78.7977367923769,2.20226320762313,,,7.62926351979191,0.0279483053355434,6.23076923076923,,6.06136436864438,0.169404862124856,,,0.586866424599378
United States,MS,"Union County, MS",28145,28CS033,East South Central,South,2020-07-01,2020-09-30,92,2020,3,28866,-0.225609925671851,84,,0.91304347826087,5,69.35976905324,14.6402309467601,,,50.7179066956283,0.211076696860429,6.39130434782609,,5.27737373231174,1.11393061551435,,,3.85897116162389
United States,MS,"Union County, MS",28145,28CS033,East South Central,South,2020-10-01,2020-12-31,92,2020,4,28866,-0.225609925671851,106,,1.15217391304348,5,91.1920330943436,14.8079669056564,,,51.2989915667443,0.162382243307776,8.06521739130435,,6.93852425717832,1.12669313412603,,,3.90318414094794
United States,MS,"Walthall County, MS",28147,28CS032,East South Central,South,2020-01-01,2020-03-31,91,2020,1,14294,-0.26957782561548,45,0,0.494505494505495,5,81.5551504843764,-36.5551504843764,45,0,-255.737725509839,-0.448226142276315,3.46153846153846,0,6.2734731141828,-2.81193465264434,3.46153846153846,0,-19.6721327315261
United States,MS,"Walthall County, MS",28147,28CS032,East South Central,South,2020-04-01,2020-06-30,91,2020,2,14294,-0.26957782561548,51,,0.56043956043956,5,49.3472201998262,1.65277980017383,,,11.562752204938,0.0334928653221211,3.92307692307692,,3.79594001537124,0.127136907705679,,,0.88944247730292
United States,MS,"Walthall County, MS",28147,28CS032,East South Central,South,2020-07-01,2020-09-30,92,2020,3,14294,-0.26957782561548,75,,0.815217391304348,5,39.5856204102217,35.4143795897783,,,247.756958092755,0.894627372838491,5.70652173913044,,3.0119493790386,2.69457236009183,,,18.8510728983618
United States,MS,"Walthall County, MS",28147,28CS032,East South Central,South,2020-10-01,2020-12-31,92,2020,4,14294,-0.26957782561548,62,,0.673913043478261,5,61.4178844513253,0.582115548674707,,,4.07244682156644,0.00947794854666539,4.71739130434783,,4.67309990390519,0.0442914004426408,,,0.309860084249621
United States,MS,"Warren County, MS",28149,28CS008,East South Central,South,2020-01-01,2020-03-31,91,2020,1,44841,-0.177408772666123,140,0,1.53846153846154,5,161.865420065061,-21.865420065061,140,0,-48.7621151737494,-0.135083948481845,10.7692307692308,0,12.4511861588508,-1.68195538962007,10.7692307692308,0,-3.75093193644226
United States,MS,"Warren County, MS",28149,28CS008,East South Central,South,2020-04-01,2020-06-30,91,2020,2,44841,-0.177408772666123,143,,1.57142857142857,5,129.657489780511,13.3425102194892,,,29.7551576001632,0.102905819340448,11,,9.97365306003929,1.02634693996071,,,2.28885827693563
United States,MS,"Warren County, MS",28149,28CS008,East South Central,South,2020-07-01,2020-09-30,92,2020,3,44841,-0.177408772666123,197,,2.14130434782609,5,120.778420425859,76.2215795741411,,,169.981890622736,0.63108607734219,14.9891304347826,,9.18966242370665,5.79946801107596,,,12.9334047212951
United States,MS,"Warren County, MS",28149,28CS008,East South Central,South,2020-10-01,2020-12-31,92,2020,4,44841,-0.177408772666123,194,,2.10869565217391,5,142.610684466963,51.3893155330375,,,114.603411014557,0.360346882318922,14.7608695652174,,10.8508129485732,3.91005661664416,,,8.7198247511076
United States,MS,"Washington County, MS",28151,28CS035,East South Central,South,2020-01-01,2020-03-31,91,2020,1,42837,-0.183455414958673,153,0,1.68131868131868,5,174.828930747877,-21.8289307478773,153,0,-50.9581220624165,-0.124858801426619,11.7692307692308,0,13.4483792882983,-1.67914851906749,11.7692307692308,0,-3.9198555432628
United States,MS,"Washington County, MS",28151,28CS035,East South Central,South,2020-04-01,2020-06-30,91,2020,2,42837,-0.183455414958673,173,,1.9010989010989,5,142.621000463327,30.3789995366728,,,70.9176635541071,0.213005093485404,13.3076923076923,,10.9708461894867,2.3368461182056,,,5.45520488877747
United States,MS,"Washington County, MS",28151,28CS035,East South Central,South,2020-07-01,2020-09-30,92,2020,3,42837,-0.183455414958673,264,63,2.8695652173913,5,133.884387270025,130.115612729975,201,147.069122487569,303.745856922696,0.971850530021483,20.0869565217391,4.79347826086957,10.1868555531541,9.90010096858507,15.2934782608696,11.190041928402,23.1110978093355
United States,MS,"Washington County, MS",28151,28CS035,East South Central,South,2020-10-01,2020-12-31,92,2020,4,42837,-0.183455414958673,200,33,2.17391304347826,5,155.716651311128,44.2833486888715,167,77.0362070172981,103.376400515609,0.284384157480959,15.2173913043478,2.51086956521739,11.8480060780206,3.36938522632718,12.7065217391304,5.86145053392486,7.86559569140505
United States,MS,"Wayne County, MS",28153,28CS009,East South Central,South,2020-01-01,2020-03-31,91,2020,1,20317,-0.251404708585527,51,0,0.56043956043956,5,89.0917390105048,-38.0917390105048,51,0,-187.487025695254,-0.42755635296347,3.92307692307692,0,6.85321069311575,-2.93013377003883,3.92307692307692,0,-14.4220788996349
United States,MS,"Wayne County, MS",28153,28CS009,East South Central,South,2020-04-01,2020-06-30,91,2020,2,20317,-0.251404708585527,66,,0.725274725274725,5,56.8838087259546,9.11619127404543,,,44.8697705076804,0.160259860902844,5.07692307692308,,4.3756775943042,0.70124548261888,,,3.45152080828311
United States,MS,"Wayne County, MS",28153,28CS009,East South Central,South,2020-07-01,2020-09-30,92,2020,3,20317,-0.251404708585527,82,,0.891304347826087,5,47.2050285904833,34.7949714095167,,,171.2603800242,0.737103068221241,6.23913043478261,,3.59168695797156,2.64744347681105,,,13.0306810887978
United States,MS,"Wayne County, MS",28153,28CS009,East South Central,South,2020-10-01,2020-12-31,92,2020,4,20317,-0.251404708585527,57,,0.619565217391304,5,69.037292631587,-12.037292631587,,,-59.247391994817,-0.174359279930388,4.33695652173913,,5.25283748283814,-0.915880961099008,,,-4.50795373873608
United States,MS,"Webster County, MS",28155,28CS003,East South Central,South,2020-01-01,2020-03-31,91,2020,1,9676,-0.283511655010188,,,,5,70.4329639847718,,,,,,,,5.41792030652091,,,,
United States,MS,"Webster County, MS",28155,28CS003,East South Central,South,2020-04-01,2020-06-30,91,2020,2,9676,-0.283511655010188,54,,0.593406593406593,5,38.2250337002216,15.7749662997784,,,163.031896442522,0.412686785929163,4.15384615384615,,2.94038720770935,1.2134589461368,,,12.5409151109632
United States,MS,"Webster County, MS",28155,28CS003,East South Central,South,2020-07-01,2020-09-30,92,2020,3,9676,-0.283511655010188,,,,5,28.3412120809511,,,,,,,,2.15639657137671,,,,
United States,MS,"Webster County, MS",28155,28CS003,East South Central,South,2020-10-01,2020-12-31,92,2020,4,9676,-0.283511655010188,51,,0.554347826086957,5,50.1734761220547,0.826523877945263,,,8.54199956537064,0.0164733229950944,3.8804347826087,,3.8175470962433,0.0628876863654005,,,0.64993474953907
United States,MS,"Wilkinson County, MS",28157,28CS001,East South Central,South,2020-01-01,2020-03-31,91,2020,1,8351,-0.287509559719583,41,,0.450549450549451,5,71.3873454254468,-30.3873454254468,,,-363.876726445298,-0.425668516518544,3.15384615384615,,5.49133426349591,-2.33748810964976,,,-27.9905174188691
United States,MS,"Wilkinson County, MS",28157,28CS001,East South Central,South,2020-04-01,2020-06-30,91,2020,2,8351,-0.287509559719583,,,,5,39.1794151408966,,,,,,,,3.01380116468436,,,,
United States,MS,"Wilkinson County, MS",28157,28CS001,East South Central,South,2020-07-01,2020-09-30,92,2020,3,8351,-0.287509559719583,35,,0.380434782608696,5,29.3060812297654,5.69391877023456,,,68.1824783886308,0.194291373370364,2.66304347826087,,2.22981052835172,0.433232949909151,,,5.18779726870017
United States,MS,"Wilkinson County, MS",28157,28CS001,East South Central,South,2020-10-01,2020-12-31,92,2020,4,8351,-0.287509559719583,40,,0.434782608695652,5,51.1383452708691,-11.1383452708691,,,-133.377383198049,-0.21780808925028,3.04347826086957,,3.8909610532183,-0.847482792348733,,,-10.1482791563733
United States,MS,"Winston County, MS",28159,28CS023,East South Central,South,2020-01-01,2020-03-31,91,2020,1,17845,-0.258863440994301,53,0,0.582417582417583,5,89.7982883280619,-36.7982883280619,53,0,-206.210637870899,-0.409788304579103,4.07692307692308,0,6.90756064062015,-2.83063756369707,4.07692307692308,0,-15.8623567592999
United States,MS,"Winston County, MS",28159,28CS023,East South Central,South,2020-04-01,2020-06-30,91,2020,2,17845,-0.258863440994301,59,,0.648351648351648,5,57.5903580435117,1.40964195648827,,,7.89936652557171,0.0244770479708294,4.53846153846154,,4.43002754180859,0.108433996652944,,,0.607643578890132
United States,MS,"Winston County, MS",28159,28CS023,East South Central,South,2020-07-01,2020-09-30,92,2020,3,17845,-0.258863440994301,70,,0.760869565217391,5,47.9193421862554,22.0806578137446,,,123.73582411737,0.46078799929933,5.32608695652174,,3.64603690547596,1.68005005104578,,,9.41468226979986
United States,MS,"Winston County, MS",28159,28CS023,East South Central,South,2020-10-01,2020-12-31,92,2020,4,17845,-0.258863440994301,117,,1.27173913043478,5,69.7516062273591,47.248393772641,,,264.771049440409,0.677380727529518,8.90217391304348,,5.30718743034254,3.59498648270094,,,20.1456233269876
United States,MS,"Yalobusha County, MS",28161,28CS024,East South Central,South,2020-01-01,2020-03-31,91,2020,1,11982,-0.276553792172553,51,0,0.56043956043956,5,75.2302511359639,-24.2302511359639,51,0,-202.222092605274,-0.322081220919661,3.92307692307692,0,5.78694239507415,-1.86386547199723,3.92307692307692,0,-15.5555455850211
United States,MS,"Yalobusha County, MS",28161,28CS024,East South Central,South,2020-04-01,2020-06-30,91,2020,2,11982,-0.276553792172553,65,,0.714285714285714,5,43.0223208514138,21.9776791485862,,,183.422459928111,0.510843643802727,5,,3.3094092962626,1.6905907037374,,,14.1094199944701
United States,MS,"Yalobusha County, MS",28161,28CS024,East South Central,South,2020-07-01,2020-09-30,92,2020,3,11982,-0.276553792172553,58,,0.630434782608696,5,33.1912166733652,24.8087833266349,,,207.050436710356,0.747450253805944,4.41304347826087,,2.52541865992996,1.88762481833091,,,15.753837575788
United States,MS,"Yalobusha County, MS",28161,28CS024,East South Central,South,2020-10-01,2020-12-31,92,2020,4,11982,-0.276553792172553,71,,0.771739130434783,5,55.0234807144688,15.9765192855312,,,133.337667213581,0.290358208497161,5.40217391304348,,4.18656918479654,1.21560472824694,,,10.1452572879898
United States,MS,"Yazoo County, MS",28163,28CS036,East South Central,South,2020-01-01,2020-03-31,91,2020,1,26982,-0.231294493575625,79,0,0.868131868131868,5,105.256763381524,-26.2567633815237,79,0,-97.3121465477865,-0.249454405949677,6.07692307692308,0,8.09667410627106,-2.01975102934798,6.07692307692308,0,-7.48554973444511
United States,MS,"Yazoo County, MS",28163,28CS036,East South Central,South,2020-04-01,2020-06-30,91,2020,2,26982,-0.231294493575625,89,,0.978021978021978,5,73.0488330969736,15.9511669030264,,,59.1178078090077,0.218363062444146,6.84615384615385,,5.6191410074595,1.22701283869434,,,4.54752367761597
United States,MS,"Yazoo County, MS",28163,28CS036,East South Central,South,2020-07-01,2020-09-30,92,2020,3,26982,-0.231294493575625,101,,1.09782608695652,5,63.5476905919531,37.4523094080469,,,138.804793595904,0.589357521243886,7.68478260869565,,4.83515037112687,2.84963223756879,,,10.5612342953405
United States,MS,"Yazoo County, MS",28163,28CS036,East South Central,South,2020-10-01,2020-12-31,92,2020,4,26982,-0.231294493575625,91,,0.989130434782609,5,85.3799546330567,5.62004536694329,,,20.8288687530327,0.0658239441692952,6.92391304347826,,6.49630089599345,0.427612147484815,,,1.58480523120901
United States,MO,"Adair County, MO",29001,29CS044,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,25399,-0.236070858220888,62,0,0.681318681318681,5,88.3875248284734,-26.3875248284734,62,0,-103.891983261047,-0.298543543103866,4.76923076923077,0,6.79904037142103,-2.02980960219026,4.76923076923077,0,-7.99169102008056
United States,MO,"Adair County, MO",29001,29CS044,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,25399,-0.236070858220888,52,0,0.571428571428571,5,56.1795945439232,-4.1795945439232,52,0,-16.4557444935753,-0.0743970222258448,4,0,4.32150727260948,-0.321507272609477,4,0,-1.2658264995058
United States,MO,"Adair County, MO",29001,29CS044,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,25399,-0.236070858220888,52,0,0.565217391304348,5,46.493075791067,5.506924208933,52,0,21.6816575807433,0.118446115152293,3.95652173913043,0,3.53751663627684,0.419005102853598,3.95652173913043,0,1.64969133766525
United States,MO,"Adair County, MO",29001,29CS044,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,25399,-0.236070858220888,76,,0.826086956521739,5,68.3253398321707,7.67466016782936,,,30.2163871326799,0.112325239606284,5.78260869565217,,5.19866716114342,0.583941534508756,,,2.29907293400825
United States,MO,"Andrew County, MO",29003,29CS001,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,17586,-0.259644918216741,,0,,5,71.76719148186,,,0,,,,0,5.52055319091231,,,0,
United States,MO,"Andrew County, MO",29003,29CS001,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,17586,-0.259644918216741,,0,,5,39.5592611973098,,,0,,,,0,3.04302009210075,,,0,
United States,MO,"Andrew County, MO",29003,29CS001,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,17586,-0.259644918216741,,,,5,29.6901014186667,,,,,,,,2.25902945576812,,,,
United States,MO,"Andrew County, MO",29003,29CS001,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,17586,-0.259644918216741,72,,0.782608695652174,5,51.5223654597703,20.4776345402297,,,116.442821222732,0.397451366168719,5.47826086956522,,3.9201799806347,1.55808088893052,,,8.85977987564268
United States,MO,"Atchison County, MO",29005,29CS001,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,5096,-0.297330827515116,,0,,5,53.0259446338948,,,0,,,,0,4.07891881799191,,,0,
United States,MO,"Atchison County, MO",29005,29CS001,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,5096,-0.297330827515116,,0,,5,20.8180143493446,,,0,,,,0,1.60138571918035,,,0,
United States,MO,"Atchison County, MO",29005,29CS001,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,5096,-0.297330827515116,,,,5,10.7429068031414,,,,,,,,0.817395082847714,,,,
United States,MO,"Atchison County, MO",29005,29CS001,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,5096,-0.297330827515116,,11,,5,32.575170844245,,,215.85557299843,,,,0.836956521739131,2.4785456077143,,,16.4237935977066,
United States,MO,"Audrain County, MO",29007,29CS002,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,24835,-0.237772607848132,91,0,1,5,108.129405504939,-17.1294055049388,91,0,-68.972842782117,-0.158415792863639,7,0,8.31764657730298,-1.31764657730298,7,0,-5.30560329093208
United States,MO,"Audrain County, MO",29007,29CS002,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,24835,-0.237772607848132,91,,1,5,75.9214752203886,15.0785247796114,,,60.7148169100521,0.198606846558773,7,,5.84011347849143,1.15988652150857,,,4.67037053154247
United States,MO,"Audrain County, MO",29007,29CS002,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,24835,-0.237772607848132,81,,0.880434782608696,5,66.4519002112298,14.5480997887702,,,58.5790206916456,0.218926768723337,6.16304347826087,,5.05612284215879,1.10692063610208,,,4.4570994004513
United States,MO,"Audrain County, MO",29007,29CS002,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,24835,-0.237772607848132,126,,1.3695652173913,5,88.2841642523334,37.7158357476666,,,151.865656322394,0.427209523554726,9.58695652173913,,6.71727336702537,2.86968315471376,,,11.5549955897474
United States,MO,"Barry County, MO",29009,29CS003,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,35818,-0.204633749415462,126,0,1.38461538461538,5,141.114329109002,-15.1143291090015,126,0,-42.1975797336578,-0.107106976339212,9.69230769230769,0,10.8549483930001,-1.16264070069243,9.69230769230769,0,-3.24596767181983
United States,MO,"Barry County, MO",29009,29CS003,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,35818,-0.204633749415462,106,0,1.16483516483517,5,108.906398824451,-2.90639882445136,106,0,-8.11435262843084,-0.0266871263380607,8.15384615384616,0,8.37741529418857,-0.223569140342412,8.15384615384616,0,-0.624180971417757
United States,MO,"Barry County, MO",29009,29CS003,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,35818,-0.204633749415462,106,,1.15217391304348,5,99.7992955032493,6.20070449675069,,,17.3116994157985,0.0621317461759918,8.06521739130435,,7.59342465785593,0.471792733448422,,,1.31719452076727
United States,MO,"Barry County, MO",29009,29CS003,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,35818,-0.204633749415462,185,,2.01086956521739,5,121.631559544353,63.3684404556471,,,176.917863799338,0.520986828525698,14.0760869565217,,9.25457518272251,4.82151177379923,,,13.4611418108192
United States,MO,"Barton County, MO",29011,29CS046,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,11592,-0.277730533936073,,0,,5,70.6227344240913,,,0,,,,0,5.43251803262241,,,0,
United States,MO,"Barton County, MO",29011,29CS046,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,11592,-0.277730533936073,,0,,5,38.4148041395411,,,0,,,,0,2.95498493381085,,,0,
United States,MO,"Barton County, MO",29011,29CS046,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,11592,-0.277730533936073,37,,0.402173913043478,5,28.5330679097137,8.46693209028633,,,73.0411671004687,0.296741034545531,2.81521739130435,,2.17099429747821,0.644223093826134,,,5.55748010547044
United States,MO,"Barton County, MO",29011,29CS046,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,11592,-0.277730533936073,45,,0.489130434782609,5,50.3653319508173,-5.3653319508173,,,-46.2847821844143,-0.106528275363233,3.42391304347826,,3.83214482234479,-0.408231778866534,,,-3.52166820968369
United States,MO,"Bates County, MO",29013,29CS046,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,16242,-0.263700151371026,53,0,0.582417582417583,5,84.6100406713212,-31.6100406713212,53,0,-194.619139707679,-0.373596802702348,4.07692307692308,0,6.50846466702471,-2.43154159010163,4.07692307692308,0,-14.9707030544368
United States,MO,"Bates County, MO",29013,29CS046,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,16242,-0.263700151371026,55,,0.604395604395604,5,52.402110386771,2.59788961322898,,,15.9948874105959,0.0495760494005757,4.23076923076923,,4.03093156821316,0.199837662556075,,,1.23037595466122
United States,MO,"Bates County, MO",29013,29CS046,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,16242,-0.263700151371026,56,,0.608695652173913,5,42.6740808190011,13.3259191809989,,,82.0460483992053,0.312271967556133,4.26086956521739,,3.24694093188052,1.01392863333687,,,6.24263411733084
United States,MO,"Bates County, MO",29013,29CS046,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,16242,-0.263700151371026,,,,5,64.5063448601047,,,,,,,,4.9080914567471,,,,
United States,MO,"Benton County, MO",29015,29CS004,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,19627,-0.253486636320986,96,0,1.05494505494506,5,110.243848559334,-14.2438485593342,96,0,-72.5727241011577,-0.129203114236964,7.38461538461539,0,8.48029604302571,-1.09568065841032,7.38461538461539,0,-5.58251723855059
United States,MO,"Benton County, MO",29015,29CS004,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,19627,-0.253486636320986,94,0,1.03296703296703,5,78.035918274784,15.964081725216,94,0,81.3373502074488,0.204573510226438,7.23076923076923,0,6.00276294421416,1.22800628655508,7.23076923076923,0,6.25671924672683
United States,MO,"Benton County, MO",29015,29CS004,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,19627,-0.253486636320986,76,,0.826086956521739,5,68.5895789035857,7.41042109641435,,,37.7562597259609,0.10804004361699,5.78260869565217,,5.21877230788152,0.563836387770657,,,2.87275889219268
United States,MO,"Benton County, MO",29015,29CS004,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,19627,-0.253486636320986,101,,1.09782608695652,5,90.4218429446893,10.5781570553107,,,53.8959446441674,0.116986744693772,7.68478260869565,,6.8799228327481,0.804859775947555,,,4.10077839683882
United States,MO,"Bollinger County, MO",29017,29CS005,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,12111,-0.27616456220462,,0,,5,71.0288067295734,,,0,,,,0,5.46375436381334,,,0,
United States,MO,"Bollinger County, MO",29017,29CS005,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,12111,-0.27616456220462,39,0,0.428571428571429,5,38.8208764450233,0.179123554976748,39,0,1.47901539903185,0.00461410383741367,3,0,2.98622126500179,0.0137787349982114,3,0,0.113770415310143
United States,MO,"Bollinger County, MO",29017,29CS005,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,12111,-0.27616456220462,45,,0.489130434782609,5,28.9436025482231,16.0563974517769,,,132.576975078663,0.554747717566437,3.42391304347826,,2.20223062866915,1.22168241480911,,,10.0873785385939
United States,MO,"Bollinger County, MO",29017,29CS005,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,12111,-0.27616456220462,66,14,0.717391304347826,5,50.7758665893267,15.2241334106733,52,115.597390801751,125.705007106542,0.299830104994671,5.02173913043478,1.06521739130435,3.86338115353573,1.15835797689905,3.95652173913043,8.79545364795928,9.56451141028034
United States,MO,"Boone County, MO",29019,29CS006,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,182991,0.239429367411582,350,0,3.84615384615385,5,321.763674158347,28.2363258416532,350,0,15.43044512662,0.0877548589520316,26.9230769230769,0,24.7510518583344,2.17202506474255,26.9230769230769,0,1.18695731743231
United States,MO,"Boone County, MO",29019,29CS006,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,182991,0.239429367411582,312,,3.42857142857143,5,289.555743873797,22.4442561262034,,,12.2652240417307,0.0775127297629632,24,,22.2735187595228,1.72648124047718,,,0.94347877244082
United States,MO,"Boone County, MO",29019,29CS006,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,182991,0.239429367411582,321,,3.48913043478261,5,282.4337981905,38.5662018095005,,,21.0754637165219,0.136549527912689,24.4239130434783,,21.4895281231902,2.93438492028808,,,1.60356789147449
United States,MO,"Boone County, MO",29019,29CS006,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,182991,0.239429367411582,419,84,4.55434782608696,5,304.266062231603,114.733937768397,335,45.9038969129629,62.6992244254618,0.377084243069682,31.8804347826087,6.39130434782609,23.1506786480568,8.72975613455193,25.4891304347826,3.49268780859501,4.77059316280688
United States,MO,"Buchanan County, MO",29021,29CS007,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,86530,-0.0516211127189683,256,0,2.81318681318681,5,264.263274003292,-8.26327400329194,256,0,-9.54960592082739,-0.0312690972079193,19.6923076923077,0,20.3279441540994,-0.635636461791688,19.6923076923077,0,-0.734585070832876
United States,MO,"Buchanan County, MO",29021,29CS007,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,86530,-0.0516211127189683,223,,2.45054945054945,5,232.055343718742,-9.05534371874174,,,-10.4649759837533,-0.0390223451596835,17.1538461538462,,17.8504110552878,-0.696564901441672,,,-0.804998152596408
United States,MO,"Buchanan County, MO",29021,29CS007,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,86530,-0.0516211127189683,276,,3,5,224.301525506268,51.6984744937318,,,59.7463012755481,0.230486504169081,21,,17.0664204189552,3.93357958104481,,,4.54591422748736
United States,MO,"Buchanan County, MO",29021,29CS007,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,86530,-0.0516211127189683,377,103,4.09782608695652,5,246.133789547372,130.866210452628,274,119.03386108864,151.237964235096,0.531687301825909,28.6847826086957,7.83695652173913,18.7275709438218,9.95721166487388,20.8478260869565,9.05692421326607,11.5072364091921
United States,MO,"Butler County, MO",29023,29CS008,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,42178,-0.185443806810364,164,0,1.8021978021978,5,174.103100263207,-10.103100263207,164,0,-23.9534834824007,-0.0580294104351572,12.6153846153846,0,13.3925461740928,-0.777161558708227,12.6153846153846,0,-1.84257565249236
United States,MO,"Butler County, MO",29023,29CS008,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,42178,-0.185443806810364,131,,1.43956043956044,5,141.895169978657,-10.8951699786568,,,-25.8314049472635,-0.0767832335681024,10.0769230769231,,10.9150130752813,-0.838089998358214,,,-1.9870311497895
United States,MO,"Butler County, MO",29023,29CS008,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,42178,-0.185443806810364,167,,1.81521739130435,5,133.150580626182,33.8494193738177,,,80.2537326895959,0.254219089504757,12.7065217391304,,10.1310224389486,2.57549930018178,,,6.10626226986055
United States,MO,"Butler County, MO",29023,29CS008,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,42178,-0.185443806810364,225,44,2.44565217391304,5,154.982844667286,70.0171553327141,181,104.319787566978,166.003972053474,0.451773584895964,17.1195652173913,3.34782608695652,11.7921729638152,5.32739225357607,13.7717391304348,7.93737514096572,12.6307370040686
United States,MO,"Caldwell County, MO",29025,29CS018,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,9051,-0.285397459118393,,0,,5,57.8726807842732,,,0,,,,0,4.45174467571332,,,0,
United States,MO,"Caldwell County, MO",29025,29CS018,West North Central,North Central,2020-04-01,2020-06-30,91,2020,2,9051,-0.285397459118393,,0,,5,25.664750499723,,,0,,,,0,1.97421157690177,,,0,
United States,MO,"Caldwell County, MO",29025,29CS018,West North Central,North Central,2020-07-01,2020-09-30,92,2020,3,9051,-0.285397459118393,,,,5,15.6429037903371,,,,,,,,1.19022094056913,,,,
United States,MO,"Caldwell County, MO",29025,29CS018,West North Central,North Central,2020-10-01,2020-12-31,92,2020,4,9051,-0.285397459118393,42,,0.456521739130435,5,37.4751678314408,4.52483216855924,,,49.9926214623714,0.120742145543189,3.19565217391304,,2.85137146543571,0.344280708477333,,,3.80378641561522
United States,MO,"Callaway County, MO",29027,29CS002,West North Central,North Central,2020-01-01,2020-03-31,91,2020,1,44887,-0.177269977483759,115,0,1.26373626373626,5,136.110035367713,-21.1100353677128,115,0,-47.0292854673129,-0.155095363179373,8.84615384615385,0,10.4700027205933,-1.62384887443944,8.84615384615385,0,-3.61763734363946
